row_index,heldout_position,vlst,role
1372,1084,0,vlst=0
4947,1085,0,vlst=0
1955,1086,0,vlst=0
5147,1087,1,vlst=1
5171,1088,1,vlst=1
3584,1089,0,vlst=0
1481,1090,0,vlst=0
3636,1091,0,vlst=0
77,1092,0,vlst=0
2621,1093,0,vlst=0
860,1094,0,vlst=0
5045,1095,0,vlst=0
4608,1096,0,vlst=0
663,1097,0,vlst=0
1939,1098,0,vlst=0
2981,1099,0,vlst=0
1678,1100,0,vlst=0
4794,1101,0,vlst=0
1998,1102,0,vlst=0
4168,1103,0,vlst=0
3072,1104,0,vlst=0
1275,1105,0,vlst=0
3417,1106,0,vlst=0
2861,1107,0,vlst=0
5047,1108,0,vlst=0
116,1109,0,vlst=0
3421,1110,0,vlst=0
2713,1111,0,vlst=0
4543,1112,0,vlst=0
3723,1113,0,vlst=0
46,1114,0,vlst=0
2901,1115,0,vlst=0
3549,1116,0,vlst=0
1016,1117,0,vlst=0
1409,1118,0,vlst=0
4912,1119,0,vlst=0
4734,1120,0,vlst=0
2455,1121,0,vlst=0
1463,1122,0,vlst=0
1077,1123,0,vlst=0
4565,1124,0,vlst=0
4025,1125,0,vlst=0
1693,1126,0,vlst=0
3122,1127,0,vlst=0
2612,1128,0,vlst=0
2816,1129,0,vlst=0
3394,1130,0,vlst=0
2060,1131,0,vlst=0
974,1132,0,vlst=0
4429,1133,0,vlst=0
4298,1134,0,vlst=0
4131,1135,0,vlst=0
4149,1136,0,vlst=0
1819,1137,0,vlst=0
224,1138,0,vlst=0
4207,1139,0,vlst=0
3813,1140,0,vlst=0
3267,1141,0,vlst=0
1389,1142,0,vlst=0
4914,1143,0,vlst=0
1759,1144,0,vlst=0
512,1145,0,vlst=0
34,1146,0,vlst=0
3278,1147,0,vlst=0
3416,1148,0,vlst=0
953,1149,0,vlst=0
1531,1150,0,vlst=0
2032,1151,0,vlst=0
1668,1152,0,vlst=0
3495,1153,0,vlst=0
2896,1154,0,vlst=0
3079,1155,0,vlst=0
3642,1156,0,vlst=0
1460,1157,0,vlst=0
3843,1158,0,vlst=0
3060,1159,0,vlst=0
3383,1160,0,vlst=0
4833,1161,0,vlst=0
3440,1162,0,vlst=0
2766,1163,0,vlst=0
4915,1164,0,vlst=0
499,1165,0,vlst=0
3983,1166,0,vlst=0
4257,1167,0,vlst=0
1069,1168,0,vlst=0
2928,1169,0,vlst=0
2443,1170,0,vlst=0
588,1171,0,vlst=0
2756,1172,0,vlst=0
3474,1173,0,vlst=0
5016,1174,0,vlst=0
815,1175,0,vlst=0
4199,1176,0,vlst=0
2774,1177,0,vlst=0
804,1178,0,vlst=0
950,1179,0,vlst=0
3578,1180,0,vlst=0
4468,1181,0,vlst=0
2079,1182,0,vlst=0
4287,1183,0,vlst=0
2999,1184,0,vlst=0
3930,1185,0,vlst=0
5085,1186,0,vlst=0
3645,1187,0,vlst=0
3186,1188,0,vlst=0
4267,1189,0,vlst=0
3037,1190,0,vlst=0
975,1191,0,vlst=0
3224,1192,0,vlst=0
2885,1193,0,vlst=0
3324,1194,0,vlst=0
813,1195,0,vlst=0
1639,1196,0,vlst=0
4079,1197,0,vlst=0
375,1198,0,vlst=0
2349,1199,0,vlst=0
3769,1200,0,vlst=0
1521,1201,0,vlst=0
3579,1202,0,vlst=0
980,1203,0,vlst=0
3805,1204,0,vlst=0
1043,1205,0,vlst=0
3195,1206,0,vlst=0
2165,1207,0,vlst=0
4064,1208,0,vlst=0
3401,1209,0,vlst=0
4282,1210,0,vlst=0
4175,1211,0,vlst=0
2790,1212,0,vlst=0
341,1213,0,vlst=0
3332,1214,0,vlst=0
1493,1215,0,vlst=0
972,1216,0,vlst=0
4471,1217,0,vlst=0
2568,1218,0,vlst=0
2219,1219,0,vlst=0
1045,1220,0,vlst=0
2645,1221,0,vlst=0
4276,1222,0,vlst=0
4070,1223,0,vlst=0
983,1224,0,vlst=0
2935,1225,0,vlst=0
4800,1226,0,vlst=0
3315,1227,0,vlst=0
2064,1228,0,vlst=0
4590,1229,0,vlst=0
2472,1230,0,vlst=0
3462,1231,0,vlst=0
4440,1232,0,vlst=0
2056,1233,0,vlst=0
2081,1234,0,vlst=0
4341,1235,0,vlst=0
3791,1236,0,vlst=0
995,1237,0,vlst=0
4218,1238,0,vlst=0
3508,1239,0,vlst=0
2675,1240,0,vlst=0
3261,1241,0,vlst=0
1715,1242,0,vlst=0
4515,1243,0,vlst=0
688,1244,0,vlst=0
1843,1245,0,vlst=0
4821,1246,0,vlst=0
4859,1247,0,vlst=0
2315,1248,0,vlst=0
4518,1249,0,vlst=0
5078,1250,0,vlst=0
2041,1251,0,vlst=0
1145,1252,0,vlst=0
3858,1253,0,vlst=0
1906,1254,0,vlst=0
3913,1255,0,vlst=0
1312,1256,0,vlst=0
3202,1257,0,vlst=0
3111,1258,0,vlst=0
1282,1259,0,vlst=0
441,1260,0,vlst=0
119,1261,0,vlst=0
4555,1262,0,vlst=0
4056,1263,0,vlst=0
4170,1264,0,vlst=0
153,1265,0,vlst=0
3042,1266,0,vlst=0
114,1267,0,vlst=0
2030,1268,0,vlst=0
3283,1269,0,vlst=0
4819,1270,0,vlst=0
3890,1271,0,vlst=0
3851,1272,0,vlst=0
1384,1273,0,vlst=0
2396,1274,0,vlst=0
2693,1275,0,vlst=0
5072,1276,0,vlst=0
4843,1277,0,vlst=0
1823,1278,0,vlst=0
3218,1279,0,vlst=0
1154,1280,0,vlst=0
728,1281,0,vlst=0
3556,1282,0,vlst=0
4656,1283,0,vlst=0
3449,1284,0,vlst=0
1816,1285,0,vlst=0
638,1286,0,vlst=0
1306,1287,0,vlst=0
963,1288,0,vlst=0
1394,1289,0,vlst=0
3596,1290,0,vlst=0
4180,1291,0,vlst=0
4642,1292,0,vlst=0
1762,1293,0,vlst=0
3597,1294,0,vlst=0
3987,1295,0,vlst=0
5097,1296,1,vlst=1
4456,1297,0,vlst=0
10,1298,0,vlst=0
1039,1299,0,vlst=0
3675,1300,0,vlst=0
1150,1301,0,vlst=0
4774,1302,0,vlst=0
3141,1303,0,vlst=0
853,1304,0,vlst=0
3598,1305,0,vlst=0
2870,1306,0,vlst=0
4878,1307,0,vlst=0
3310,1308,0,vlst=0
136,1309,0,vlst=0
154,1310,0,vlst=0
4863,1311,0,vlst=0
320,1312,0,vlst=0
5077,1313,0,vlst=0
3330,1314,0,vlst=0
310,1315,0,vlst=0
4426,1316,0,vlst=0
1607,1317,0,vlst=0
556,1318,0,vlst=0
3266,1319,0,vlst=0
3763,1320,0,vlst=0
4249,1321,0,vlst=0
3031,1322,0,vlst=0
4491,1323,0,vlst=0
454,1324,0,vlst=0
3619,1325,0,vlst=0
3726,1326,0,vlst=0
892,1327,0,vlst=0
2062,1328,0,vlst=0
3744,1329,0,vlst=0
2461,1330,0,vlst=0
2806,1331,0,vlst=0
4706,1332,0,vlst=0
5141,1333,1,vlst=1
1358,1334,0,vlst=0
4475,1335,0,vlst=0
1256,1336,0,vlst=0
3500,1337,0,vlst=0
171,1338,0,vlst=0
1700,1339,0,vlst=0
1252,1340,0,vlst=0
24,1341,0,vlst=0
2632,1342,0,vlst=0
1342,1343,0,vlst=0
4942,1344,0,vlst=0
3700,1345,0,vlst=0
355,1346,0,vlst=0
3772,1347,0,vlst=0
66,1348,0,vlst=0
4636,1349,0,vlst=0
1944,1350,0,vlst=0
1781,1351,0,vlst=0
876,1352,0,vlst=0
585,1353,0,vlst=0
2175,1354,0,vlst=0
2343,1355,0,vlst=0
894,1356,0,vlst=0
3582,1357,0,vlst=0
3840,1358,0,vlst=0
4234,1359,0,vlst=0
4465,1360,0,vlst=0
2248,1361,0,vlst=0
4279,1362,0,vlst=0
966,1363,0,vlst=0
3677,1364,0,vlst=0
2049,1365,0,vlst=0
2109,1366,0,vlst=0
851,1367,0,vlst=0
5095,1368,1,vlst=1
3451,1369,0,vlst=0
569,1370,0,vlst=0
1597,1371,0,vlst=0
2444,1372,0,vlst=0
417,1373,0,vlst=0
101,1374,0,vlst=0
1194,1375,0,vlst=0
3538,1376,0,vlst=0
3457,1377,0,vlst=0
745,1378,0,vlst=0
28,1379,0,vlst=0
5039,1380,0,vlst=0
126,1381,0,vlst=0
740,1382,0,vlst=0
2143,1383,0,vlst=0
1913,1384,0,vlst=0
3900,1385,0,vlst=0
3092,1386,0,vlst=0
3348,1387,0,vlst=0
363,1388,0,vlst=0
2553,1389,0,vlst=0
2657,1390,0,vlst=0
2853,1391,0,vlst=0
4204,1392,0,vlst=0
5130,1393,1,vlst=1
2965,1394,0,vlst=0
4784,1395,0,vlst=0
3301,1396,0,vlst=0
4620,1397,0,vlst=0
2773,1398,0,vlst=0
3600,1399,0,vlst=0
5038,1400,0,vlst=0
5022,1401,0,vlst=0
404,1402,0,vlst=0
4725,1403,0,vlst=0
3136,1404,0,vlst=0
2556,1405,0,vlst=0
1333,1406,0,vlst=0
3306,1407,0,vlst=0
4748,1408,0,vlst=0
3391,1409,0,vlst=0
4075,1410,0,vlst=0
2504,1411,0,vlst=0
3886,1412,0,vlst=0
3818,1413,0,vlst=0
1707,1414,0,vlst=0
1622,1415,0,vlst=0
236,1416,0,vlst=0
2263,1417,0,vlst=0
795,1418,0,vlst=0
4330,1419,0,vlst=0
4635,1420,0,vlst=0
4477,1421,0,vlst=0
2108,1422,0,vlst=0
2294,1423,0,vlst=0
4364,1424,0,vlst=0
3088,1425,0,vlst=0
2739,1426,0,vlst=0
824,1427,0,vlst=0
4496,1428,0,vlst=0
2513,1429,0,vlst=0
3569,1430,0,vlst=0
2832,1431,0,vlst=0
4029,1432,0,vlst=0
1223,1433,0,vlst=0
2872,1434,0,vlst=0
2717,1435,0,vlst=0
928,1436,0,vlst=0
3850,1437,0,vlst=0
4736,1438,0,vlst=0
2783,1439,0,vlst=0
161,1440,0,vlst=0
3373,1441,0,vlst=0
3152,1442,0,vlst=0
1838,1443,0,vlst=0
2454,1444,0,vlst=0
1169,1445,0,vlst=0
1349,1446,0,vlst=0
3719,1447,0,vlst=0
1065,1448,0,vlst=0
1690,1449,0,vlst=0
2234,1450,0,vlst=0
4001,1451,0,vlst=0
2511,1452,0,vlst=0
81,1453,0,vlst=0
4744,1454,0,vlst=0
3419,1455,0,vlst=0
580,1456,0,vlst=0
504,1457,0,vlst=0
769,1458,0,vlst=0
502,1459,0,vlst=0
3445,1460,0,vlst=0
4380,1461,0,vlst=0
329,1462,0,vlst=0
3511,1463,0,vlst=0
4120,1464,0,vlst=0
4106,1465,0,vlst=0
730,1466,0,vlst=0
5024,1467,0,vlst=0
3945,1468,0,vlst=0
1547,1469,0,vlst=0
1156,1470,0,vlst=0
202,1471,0,vlst=0
3591,1472,0,vlst=0
5122,1473,1,vlst=1
5158,1474,1,vlst=1
265,1475,0,vlst=0
4948,1476,0,vlst=0
1711,1477,0,vlst=0
536,1478,0,vlst=0
2975,1479,0,vlst=0
317,1480,0,vlst=0
984,1481,0,vlst=0
943,1482,0,vlst=0
1817,1483,0,vlst=0
774,1484,0,vlst=0
4144,1485,0,vlst=0
4482,1486,0,vlst=0
4643,1487,0,vlst=0
1470,1488,0,vlst=0
918,1489,0,vlst=0
2180,1490,0,vlst=0
4202,1491,0,vlst=0
1664,1492,0,vlst=0
757,1493,0,vlst=0
2151,1494,0,vlst=0
4061,1495,0,vlst=0
1202,1496,0,vlst=0
1581,1497,0,vlst=0
4033,1498,0,vlst=0
2048,1499,0,vlst=0
3436,1500,0,vlst=0
2733,1501,0,vlst=0
2563,1502,0,vlst=0
3468,1503,0,vlst=0
3590,1504,0,vlst=0
2162,1505,0,vlst=0
1930,1506,0,vlst=0
1387,1507,0,vlst=0
2273,1508,0,vlst=0
1990,1509,0,vlst=0
1112,1510,0,vlst=0
832,1511,0,vlst=0
1139,1512,0,vlst=0
2996,1513,0,vlst=0
4164,1514,0,vlst=0
107,1515,0,vlst=0
455,1516,0,vlst=0
3643,1517,0,vlst=0
3110,1518,0,vlst=0
1863,1519,0,vlst=0
2768,1520,0,vlst=0
3157,1521,0,vlst=0
2878,1522,0,vlst=0
4300,1523,0,vlst=0
2544,1524,0,vlst=0
1771,1525,0,vlst=0
1594,1526,0,vlst=0
777,1527,0,vlst=0
3358,1528,0,vlst=0
2624,1529,0,vlst=0
4452,1530,0,vlst=0
4641,1531,0,vlst=0
2308,1532,0,vlst=0
1969,1533,0,vlst=0
870,1534,0,vlst=0
2125,1535,0,vlst=0
3588,1536,0,vlst=0
3472,1537,0,vlst=0
1380,1538,0,vlst=0
4132,1539,0,vlst=0
2265,1540,0,vlst=0
2027,1541,0,vlst=0
190,1542,0,vlst=0
1856,1543,0,vlst=0
1318,1544,0,vlst=0
3118,1545,0,vlst=0
1646,1546,0,vlst=0
3916,1547,0,vlst=0
1561,1548,0,vlst=0
4312,1549,0,vlst=0
1486,1550,0,vlst=0
2122,1551,0,vlst=0
3637,1552,0,vlst=0
4690,1553,0,vlst=0
4492,1554,0,vlst=0
675,1555,0,vlst=0
